Comments,HateSpeech
সংসার করার যুদ্ধে হেরে গেলাম,nonhate
"যাদের চাহিদা থাকে না, তার ব্যাপারে সবাই ধরেই নেয় তার চাহিদা নেই,তার কিছু দরকার নেই।",nonhate
"ঘর আমার ভালো লাগে, তাই আজ ঘর টাই হারিয়ে ফেলেছি।",nonhate
চারদিকে এত এত পূর্নতার গল্প!,nonhate
অথচ আমার শহর জুড়ে শুধুই শূন্যতা! ,nonhate
সেইম আমার সাথে এমন হইছে ,nonhate
আমি পাই নাইযোগ্য না শুনেছি,nonhate
এতো শখ ছিলো কিন্তু এখন বিয়ের ইচ্ছেটুকুও নেই ,nonhate
মানুষ যা চায় তা পায় না,nonhate
এই নিঃস্বার্থ চাওয়া গুলো ই আল্লাহ পুরন করেন নাহ,nonhate
এই শখগুলো সবার পূরন হয়না,nonhate
তাই তো ঠকে গিয়েছি।ঠকে যাচ্ছি। ,nonhate
কথায় আছে না অতী ঘরনী ঘর পায় না,nonhate
ঐরকম মেয়েদের কেউ লাইক করে না বর্তমান যুগে.  এমন হলে সর্বনাশ ছাড়া কিছু থাকে না কপালে ,nonhate
শখ করলে পাওয়া  যায় না  প্রমানিত,nonhate
সংসারটা যে আমার কেড়ে নিল তার বিচার উপরওয়ালা যাতে নিজ হাতে করে ,nonhate
"যারা চায় তারা পায় না, যারা পায় তারা তারা চায় না।",nonhate
এমন ভাবে চেয়েছি বলেই আজ ঠকে গেলাম,nonhate
আহা ভাগ্য ,nonhate
"আমার ও এমনটাই, সংসার টা করা হলো না",nonhate
আমার মতো. কিন্তু ভাগ্য খারাপ,nonhate
এটা তো আমারও শখ এটা দেখে এখন ভয় লাগছে,nonhate
এমন ভালোবাসা পেতে ভাগ্য লাগে ,nonhate
আহ ভালোবাসা। যারা সত্যি ভালোবাসা চায় তারা কখনো পায় না।।,nonhate
"একদিন তুমিও টের পাইবা, দাঁড়িয়ে থেকে চলে যেতে দেখার যন্ত্রনা কতোটা তীব্র!",nonhate
ভালোবাসা কেউ চেয়েও পায় না আবার কেউ পেয়েও মূল্যায়ন করতে জানে না!,nonhate
ভালোবাসা সুন্দর হয় যখন মানুষ টা সঠিক থাকে,nonhate
ভালোবাসা একটা মানুষকে কতোটা অসহায় বানিয়ে ফেলে,nonhate
"ভালোবাসা মান সম্মান বুঝে না সেটাই চিরন্তন সত্য,",nonhate
"পুরুষের ভালোবাসা একজনের প্রতি হয়, তার জন্য আমরা সব করতে পারি।",nonhate
"কী জানি, আমার জন্য কেও এমন করলে তারে সারাজীবন আগলাইয়া রাখতাম",nonhate
"সাইকোলজি শুধু আমাদের এসব মিথ্যা সান্ত্বনা দেয়,",nonhate
ভালো বাসার প্রতি এক আকাশ পরিমাণ ঘৃনা ,nonhate
ভালোবাসা মানেই মিথ্যা নাটক,nonhate
"কথা গুলো তিতে হলেও সত্যি আপু, ধন্যবাদ",nonhate
কখনো কেউ অপন হয় না না বাবা না মা না প্রিয় মানুষ ,nonhate
অন্যের জীবন নিঃস্ব করে কিছু সুবিধাবাদী অমানুষ আছে,nonhate
"বাস্তবতা কঠিন জানার পরেও সবকিছু আবেগ দিয়ে চিন্তা করা আমি,",nonhate
"তার রাগ ভাঙানোর জন্য রাগ করেছিলাম, আর সে সম্পর্কটাই ভেঙে দিলো.",nonhate
